,Price,Bedrooms,Bathrooms,type,deposit,rooms_available,Gas,Electricity,Water,Internet,Fridge,Freezer,Oven,Microwave,Dishwasher,Washing machine,Dryer,Furnished,Double glazing,Separate lounge,Bath,Shower,Alarm,Fire alarm,Garden,Off road parking,Garage,Wifi,Sky/Cable package,Energy performance certificate,Gas safe registered,Electrical safety certificate,NRLA registered,month,year,city,postcode,latitude,longitude
1885,100.0,6.0,1.0,house,150.0,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Lincoln,LN1 1QT,53.23355,-0.5524599
1886,95.0,4.0,1.0,house,150.0,4.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Lincoln,LN1 1PY,53.23951,-0.53845
1887,97.0,6.0,1.0,house,125.0,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Lincoln,LN1 1PX,53.23951,-0.53845
1888,95.0,6.0,1.0,house,150.0,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Lincoln,LN1 3DN,53.2310562,-0.5507282
1889,95.0,6.0,1.0,house,150.0,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Lincoln,LN1 3DN,53.23208,-0.53482
1890,100.0,4.0,1.0,house,112.5,4.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Lincoln,LN1 1RR,53.2302424,-0.5361113
1891,99.0,1.0,1.0,house,95.83,12.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Lincoln,LN2 1NR,53.23344,-0.55164
1892,99.0,8.0,1.0,house,150.0,8.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Lincoln,LN2 5AQ,53.2311,-0.5520699
1893,99.0,1.0,1.0,house,150.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,, Lincoln,LN1 1PZ,53.2341,-0.55177
1894,120.0,4.0,1.0,house,112.5,4.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Lincoln,LN1 1TB,53.23511,-0.5524
1895,99.0,6.0,1.0,house,150.0,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Lincoln,LN1 1QR,53.23303,-0.55296
1896,95.0,1.0,1.0,house,600.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Lincoln,LN1 1NA,53.23251,-0.55708
1897,95.0,4.0,1.0,house,150.0,4.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Lincoln,LN1 1QE,53.23313,-0.55071
1898,95.0,4.0,1.0,house,150.0,4.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Lincoln,LN1 1SL,53.23313,-0.55071
1899,95.0,4.0,1.0,house,150.0,4.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Lincoln,LN1 1QP,53.23306,-0.5449
1900,95.0,4.0,1.0,house,150.0,4.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Lincoln,LN1 1QP,53.2222099,-0.53557
1901,95.0,4.0,1.0,house,112.5,4.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Lincoln,LN1 1JB,53.22262,-0.54567
1902,90.0,6.0,1.0,house,150.0,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Lincoln,LN5 7NE,53.23082,-0.5306999
1903,90.0,4.0,1.0,house,150.0,4.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Lincoln,LN5 7PU,53.23344,-0.55164
1904,90.0,5.0,1.0,house,150.0,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Lincoln,LN2 5HY,53.22023,-0.54731
1905,125.0,4.0,1.0,house,37.5,4.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,, Lincoln,LN1 1PZ,53.2385,-0.53802
1906,90.0,4.0,1.0,house,150.0,4.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Lincoln,LN5 7XZ,53.23306,-0.5449
1907,99.0,1.0,1.0,house,150.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,, Lincoln,LN1 3DF,53.23142,-0.54934
1908,90.0,6.0,1.0,house,150.0,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Lincoln,LN1 1JB,53.22235,-0.5452
1909,90.0,6.0,1.0,house,150.0,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Lincoln,LN1 1RP,53.2156499,-0.54818
1910,90.0,4.0,1.0,house,150.0,4.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Lincoln,LN5 7PT,53.22149,-0.53484
1911,85.0,2.0,1.0,house,225.0,2.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Lincoln,LN5 8BT,53.2307599,-0.55166
1912,77.0,4.0,1.0,house,150.0,4.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Lincoln,LN5 7NG,53.231,-0.55132
1913,115.0,6.0,1.0,house,150.0,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Lincoln,LN1 1TD,53.22096,-0.5361582
1914,190.0,1.0,1.0,house,150.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Lincoln,LN1 1TE,54.97864,-1.60046
1915,75.0,4.0,1.0,house,150.0,4.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Lincoln,LN5 7UE,54.97629,-1.60986
1916,140.0,6.0,1.0,flat,200.0,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Newcastle,NE2 1BH,54.97629,-1.60986
1917,215.0,1.0,1.0,studio,200.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Newcastle,NE1 8BD,54.97629,-1.60986
1918,215.0,1.0,1.0,studio,200.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Newcastle,NE1 8BD,54.97629,-1.60986
1919,215.0,1.0,1.0,studio,200.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Newcastle,NE1 8BD,54.97629,-1.60986
1920,215.0,1.0,1.0,studio,200.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,September,2024, Newcastle,NE1 8BD,54.97629,-1.60986
1921,210.0,1.0,1.0,studio,200.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Newcastle,NE1 8BD,54.97629,-1.60986
1922,205.0,1.0,1.0,studio,200.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Newcastle,NE1 8BD,54.97629,-1.60986
1923,205.0,1.0,1.0,studio,200.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Newcastle,NE1 8BD,54.97629,-1.60986
1924,205.0,1.0,1.0,studio,200.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Newcastle,NE1 8BD,54.97629,-1.60986
1925,205.0,1.0,1.0,house,200.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,October,2024, Newcastle,NE1 8BD,54.97629,-1.60986
1926,205.0,1.0,1.0,studio,200.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Newcastle,NE1 8BD,54.97629,-1.60986
1927,205.0,1.0,1.0,studio,200.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Newcastle,NE1 8BD,54.97629,-1.60986
1928,200.0,1.0,1.0,studio,200.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Newcastle,NE1 8BD,54.97629,-1.60986
1929,200.0,1.0,1.0,studio,200.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Newcastle,NE1 8BD,54.97629,-1.60986
1930,200.0,1.0,1.0,studio,200.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Newcastle,NE1 8BD,54.97629,-1.60986
1931,195.0,1.0,1.0,studio,200.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Newcastle,NE1 8BD,54.97629,-1.60986
1932,195.0,1.0,1.0,studio,200.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Newcastle,NE1 8BD,54.97629,-1.60986
1933,195.0,1.0,1.0,studio,200.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Newcastle,NE1 8BD,54.97629,-1.60986
1934,185.0,1.0,1.0,house,200.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Newcastle,NE1 8BD,54.97629,-1.60986
1935,185.0,1.0,1.0,house,200.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Newcastle,NE1 8BD,54.97864,-1.60046
1936,180.0,1.0,1.0,house,200.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,September,2024, Newcastle,NE1 8BD,54.97864,-1.60046
1937,160.0,3.0,1.0,house,200.0,3.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Newcastle,NE2 1BH,53.41449,-2.96931
1938,155.0,3.0,1.0,house,200.0,3.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Newcastle,NE2 1BH,53.39443,-2.96505
1939,185.0,1.0,1.0,flat,150.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Liverpool,L6 1HL,53.39443,-2.96505
1940,240.0,1.0,1.0,flat,150.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Liverpool,L8 1TH,53.39443,-2.96505
1941,240.0,1.0,1.0,flat,150.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Liverpool,L8 1TH,53.39443,-2.96505
1942,235.0,1.0,1.0,flat,150.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,October,2024, Liverpool,L8 1TH,53.39443,-2.96505
1943,230.0,1.0,1.0,house,300.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Liverpool,L8 1TH,53.39443,-2.96505
1944,230.0,1.0,1.0,flat,300.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Liverpool,L8 1TH,53.39443,-2.96505
1945,225.0,1.0,1.0,flat,150.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,October,2024, Liverpool,L8 1TH,53.39443,-2.96505
1946,220.0,1.0,1.0,flat,150.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Liverpool,L8 1TH,53.39443,-2.96505
1947,220.0,1.0,1.0,flat,150.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Liverpool,L8 1TH,53.39443,-2.96505
1948,215.0,1.0,1.0,flat,150.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Liverpool,L8 1TH,53.41449,-2.96931
1949,215.0,1.0,1.0,flat,150.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Liverpool,L8 1TH,53.41449,-2.96931
1950,175.0,1.0,1.0,flat,150.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,September,2024, Liverpool,L6 1HL,53.41449,-2.96931
1951,170.0,1.0,1.0,flat,150.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Liverpool,L6 1HL,53.41449,-2.96931
1952,170.0,1.0,1.0,flat,150.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Liverpool,L6 1HL,53.41449,-2.96931
1953,170.0,1.0,1.0,flat,150.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Liverpool,L6 1HL,53.39443,-2.96505
1954,170.0,1.0,1.0,flat,150.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,October,2024, Liverpool,L6 1HL,53.41021,-2.94606
1955,215.0,1.0,1.0,flat,150.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,, Liverpool,L8 1TH,53.39909,-2.91887
1956,90.0,6.0,1.0,house,41.67,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,, Liverpool,L7 0ED,53.40012,-2.94895
1957,80.0,5.0,1.0,house,30.0,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Liverpool,L15 8HS,53.40012,-2.94895
1958,75.0,5.0,1.0,flat,150.0,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Liverpool,L7 6LY,53.40012,-2.94895
1959,75.0,5.0,1.0,flat,30.0,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Liverpool,L7 6LY,53.41436,-2.94136
1960,75.0,6.0,1.0,house,25.0,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,, Liverpool,L7 6LY,53.37708,-2.95226
1961,85.0,6.0,1.0,house,150.0,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Liverpool,L6 3BE,53.39909,-2.91887
1962,80.0,5.0,1.0,house,30.0,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Liverpool,L17 7AQ,52.6267619,-1.1504977
1963,80.0,5.0,1.0,house,30.0,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,, Liverpool,L15 8HS,52.6306338,-1.1349259
1964,115.0,5.0,1.0,house,40.0,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Leicester,LE3 0AS,52.6306338,-1.1349259
1965,135.0,4.0,1.0,flat,62.5,4.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Leicester,LE1 5TH,52.63095,-1.14556
1966,135.0,4.0,1.0,flat,62.5,4.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Leicester,LE1 5TH,52.62615,-1.15373
1967,130.0,5.0,1.0,house,50.0,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Leicester,LE3 5LG,52.61042,-1.11416
1968,100.0,7.0,1.0,house,,7.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Leicester,LE3 0HB,52.6306338,-1.1349259
1969,85.0,4.0,1.0,house,,4.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Leicester,LE2 3TS,52.63073,-1.1453199
1970,135.0,4.0,1.0,flat,62.5,4.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Leicester,LE1 5TH,52.6306338,-1.1349259
1971,135.0,6.0,1.0,house,41.67,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Leicester,LE3 5LD,52.62955,-1.13202
1972,130.0,6.0,1.0,house,41.67,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Leicester,LE1 5TH,52.62955,-1.13202
1973,185.0,1.0,1.0,studio,250.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,, Leicester,LE1 6WA,52.62955,-1.13202
1974,185.0,1.0,1.0,studio,250.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Leicester,LE1 6WA,52.6306338,-1.1349259
1975,185.0,1.0,1.0,house,250.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Leicester,LE1 6WA,52.6306338,-1.1349259
1976,135.0,4.0,1.0,house,62.5,4.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Leicester,LE1 5TH,52.63095,-1.14556
1977,135.0,4.0,1.0,flat,62.5,4.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Leicester,LE1 5TH,52.63073,-1.1453199
1978,135.0,4.0,1.0,flat,62.5,4.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Leicester,LE3 5LG,52.63095,-1.14556
1979,135.0,6.0,1.0,flat,41.67,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Leicester,LE3 5LD,52.61306,-1.12059
1980,130.0,6.0,1.0,house,41.67,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Leicester,LE3 5LG,52.6283,-1.1565
1981,100.0,5.0,1.0,house,,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Leicester,LE2 3DR,52.62406,-1.15164
1982,100.0,5.0,1.0,house,,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Leicester,LE3 0JB,52.9583128,-1.1767639
1983,90.0,4.0,1.0,house,62.5,4.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Leicester,LE3 0DX,52.93801716585366,-1.1818910658536586
1984,115.0,5.0,1.0,flat,150.0,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Nottingham,NG7 3DD,52.9516519,-1.1475374
1985,135.0,5.0,1.0,house,30.0,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Nottingham,NG7 2JY,52.9215,-1.22338
1986,160.0,1.0,1.0,house,150.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Nottingham,NG1 7DQ,52.95105257857143,-1.1488932785714285
1987,170.0,4.0,1.0,flat,37.5,4.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Chilwell,NG9 4HL,52.95105257857143,-1.1488932785714285
1988,250.0,1.0,1.0,house,150.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,October,2024, Nottingham,NG1 7DD,52.9215,-1.22338
1989,250.0,1.0,1.0,house,150.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,October,2024, Nottingham,NG1 7DD,52.960416,-1.1549225
1990,210.0,1.0,1.0,flat,150.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Chilwell,NG9 4HL,52.952534453333335,-1.14708326
1991,290.0,1.0,1.0,flat,200.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Nottingham,NG1 4GR,52.952534453333335,-1.14708326
1992,255.0,1.0,1.0,house,150.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,October,2024, Nottingham,NG1 2GR,52.95105257857143,-1.1488932785714285
1993,250.0,1.0,1.0,house,150.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,October,2024, Nottingham,NG1 2GR,52.95105257857143,-1.1488932785714285
1994,250.0,1.0,1.0,house,150.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,October,2024, Nottingham,NG1 7DD,52.95105257857143,-1.1488932785714285
1995,250.0,1.0,1.0,house,150.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,October,2024, Nottingham,NG1 7DD,52.95105257857143,-1.1488932785714285
1996,250.0,1.0,1.0,house,150.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,October,2024, Nottingham,NG1 7DD,52.95105257857143,-1.1488932785714285
1997,250.0,1.0,1.0,house,150.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,October,2024, Nottingham,NG1 7DD,52.952534453333335,-1.14708326
1998,250.0,1.0,1.0,flat,150.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,October,2024, Nottingham,NG1 7DD,52.9583128,-1.1767639
1999,250.0,1.0,1.0,studio,150.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,October,2024, Nottingham,NG1 2GR,52.95526013846153,-1.1676355692307692
2000,155.0,1.0,1.0,studio,150.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Nottingham,NG7 3DD,52.95017375454545,-1.1694126363636363
2001,130.0,8.0,1.0,house,150.0,8.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,September,2024, Nottingham,NG7 1NU,52.949716838095235,-1.174481661904762
2002,140.0,7.0,1.0,house,150.0,7.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,September,2024, Nottingham,NG7 1JN,52.9518673,-1.1762233916666667
2003,165.0,6.0,1.0,house,150.0,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,September,2024, Nottingham,NG7 2EN,52.950255839130435,-1.1690543521739132
2004,140.0,6.0,1.0,house,150.0,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,September,2024, Nottingham,NG7 2BW,52.94851168148148,-1.1563907814814816
2005,135.0,6.0,1.0,house,150.0,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,September,2024, Nottingham,NG7 1JL,52.9583128,-1.1767639
2006,130.0,6.0,1.0,house,150.0,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Nottingham,NG7 1DL,52.9518271375,-1.1490357625
2007,115.0,5.0,1.0,flat,150.0,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Nottingham,NG7 3DD,52.9583128,-1.1767639
2008,275.0,1.0,1.0,studio,150.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,, Nottingham,NG1 7DA,52.9583128,-1.1767639
2009,115.0,5.0,1.0,flat,150.0,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,September,2024, Nottingham,NG7 3DD,52.9583128,-1.1767639
