,Price,Bedrooms,Bathrooms,type,deposit,rooms_available,Gas,Electricity,Water,Internet,Fridge,Freezer,Oven,Microwave,Dishwasher,Washing machine,Dryer,Furnished,Double glazing,Separate lounge,Bath,Shower,Alarm,Fire alarm,Garden,Off road parking,Garage,Wifi,Sky/Cable package,Energy performance certificate,Gas safe registered,Electrical safety certificate,NRLA registered,month,year,city,postcode,latitude,longitude
4932,106.0,5.0,5.0,house,,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7LS,52.44485019636363,-1.9321179654545457
4933,106.0,7.0,3.0,house,,7.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,, Birmingham,B29 7AR,52.444873725,-1.9307998725000002
4934,106.0,6.0,3.0,house,,6.0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7AS,52.445422022857144,-1.9283170257142856
4935,106.0,6.0,3.0,house,,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7AS,52.43862814901961,-1.9293058235294118
4936,109.0,3.0,1.0,house,216.33,3.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6JZ,52.4427879,-1.9301013
4937,109.0,4.0,1.0,house,,4.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6EX,52.4382714,-1.939071
4938,109.0,5.0,2.0,house,,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6EU,52.44269714,-1.93089698
4939,109.0,5.0,2.0,house,,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7BA,52.43992488139535,-1.9322808488372092
4940,109.0,5.0,2.0,house,,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B15 2SJ,52.441884757894734,-1.9311610026315789
4941,109.0,5.0,2.0,house,,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6DR,52.44142104615384,-1.9332668192307692
4942,109.0,4.0,2.0,house,,4.0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6ER,52.44069147755102,-1.933851251020408
4943,109.0,4.0,1.0,house,,4.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7AF,52.44220847096774,-1.928574316129032
4944,109.0,6.0,2.0,house,75.0,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7DN,52.44005972857143,-1.9269295607142858
4945,110.0,6.0,6.0,house,458.33,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,, Birmingham,B29 7BP,52.445422022857144,-1.9283170257142856
4946,109.0,6.0,3.0,house,,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6ES,52.441884757894734,-1.9311610026315789
4947,109.0,3.0,1.0,house,,3.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7AN,52.43812756545454,-1.9304089072727275
4948,109.0,4.0,2.0,house,,4.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6JG,52.44485019636363,-1.9321179654545457
4949,109.0,4.0,2.0,house,,4.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7AA,52.43969957666666,-1.9274364533333335
4950,109.0,7.0,3.0,house,,7.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6EJ,52.4425331,-1.9327505
4951,109.0,5.0,2.0,house,,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6EU,52.44151993902439,-1.9282530048780486
4952,109.0,4.0,1.0,house,,4.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6EX,52.4456883680851,-1.929687655319149
4953,109.0,6.0,3.0,house,86.5,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6EZ,52.44606484,-1.9315924199999999
4954,112.0,6.0,3.0,house,,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7DE,52.4425646948718,-1.9318381051282052
4955,112.0,4.0,2.0,house,,4.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7AY,52.44875472941176,-1.954232111764706
4956,112.0,6.0,2.0,house,,6.0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,, Birmingham,B29 7BP,52.443306577777776,-1.9275495
4957,112.0,7.0,3.0,house,,7.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6EU,52.43912613589743,-1.937445246153846
4958,112.0,7.0,7.0,house,,7.0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6EL,52.4538889,-1.9482922
4959,111.0,5.0,2.0,house,,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7AF,52.446346857142856,-1.9329699
4960,111.0,7.0,2.0,house,,7.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7AU,52.45994316666667,-1.9627186
4961,115.0,5.0,2.0,house,,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6ED,52.42541320967742,-1.9233945806451611
4962,115.0,6.0,3.0,house,,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7BA,52.42916941186441,-1.9260365457627118
4963,115.0,6.0,3.0,house,,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7DU,52.43379496388889,-1.9202659944444445
4964,115.0,6.0,2.0,flat,,6.0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,, Birmingham,B29 6BD,52.43862814901961,-1.9293058235294118
4965,115.0,6.0,3.0,house,,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6BS,52.438589156666666,-1.9298083816666667
4966,115.0,4.0,2.0,house,,4.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,, Birmingham,B17 0QB,52.436148982758624,-1.9204302120689656
4967,115.0,5.0,2.0,house,,5.0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7BU,52.443306577777776,-1.9275495
4968,115.0,5.0,2.0,house,110.0,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6JX,52.43926347837838,-1.9285495756756756
4969,115.0,5.0,2.0,house,94.8,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B17 0LU,52.443229135,-1.930564605
4970,117.0,6.0,2.0,house,,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,, Birmingham,B29 6AP,52.44525489130435,-1.9355782130434782
4971,115.0,3.0,1.0,house,,3.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B17 9TH,52.44593477272728,-1.9278172181818183
4972,115.0,3.0,1.0,house,,3.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B30 2BS,52.4456883680851,-1.929687655319149
4973,115.0,4.0,2.0,house,,4.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B30 2LH,52.445123225,-1.9434353416666668
4974,115.0,3.0,1.0,house,,3.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7RA,52.44658484736842,-1.928960610526316
4975,115.0,5.0,3.0,house,,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6ES,52.43198711666667,-1.9211671083333333
4976,115.0,6.0,3.0,house,,6.0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6EP,52.44383844,-1.933412234
4977,115.0,4.0,2.0,house,,4.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7RL,52.44422454,-1.9211224199999999
4978,118.0,7.0,3.0,house,,7.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7BU,52.43891023611111,-1.9371602944444444
4979,118.0,4.0,2.0,house,,4.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6DA,52.4344230375,-1.919132275
4980,118.0,5.0,3.0,house,,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7AJ,52.44525489130435,-1.9355782130434782
4981,118.0,5.0,3.0,flat,,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6AH,52.4344230375,-1.919132275
4982,118.0,8.0,2.0,house,,8.0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7BJ,52.48275402857143,-1.9355231428571429
4983,117.0,6.0,4.0,house,,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,, Birmingham,B29 7DU,52.44211773428571,-1.934779557142857
4984,117.0,6.0,3.0,house,,6.0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,, Birmingham,B29 6TQ,52.444799186666664,-1.9278341399999999
4985,120.0,7.0,3.0,house,,7.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7BQ,52.443212385365854,-1.9293730707317074
4986,120.0,8.0,9.0,house,,8.0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B30 2YS,52.443212385365854,-1.9293730707317074
4987,120.0,9.0,9.0,house,,9.0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6BP,52.44181918181818,-1.9333391727272726
4988,120.0,2.0,1.0,flat,,2.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7JD,52.43912613589743,-1.937445246153846
4989,120.0,6.0,6.0,house,,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6JU,52.44211773428571,-1.934779557142857
4990,120.0,4.0,2.0,house,,4.0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B30 2BF,52.4371217,-1.9287906
4991,120.0,6.0,6.0,house,,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6AH,52.44220847096774,-1.928574316129032
4992,120.0,4.0,2.0,house,,4.0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B30 2BF,52.44220847096774,-1.928574316129032
4993,121.0,5.0,2.0,house,,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B16 0EL,52.441541853846154,-1.9308876076923076
4994,121.0,3.0,1.0,house,,3.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6DP,52.441541853846154,-1.9308876076923076
4995,121.0,6.0,3.0,house,,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7BT,52.433997212,-1.9182213440000002
4996,121.0,6.0,3.0,house,,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7DL,52.43898848604651,-1.9287853139534883
4997,121.0,6.0,3.0,house,,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7DL,52.44534582,-1.9533383
4998,121.0,5.0,2.0,house,,5.0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6EQ,52.443212385365854,-1.9293730707317074
4999,120.0,2.0,2.0,house,,2.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,, Birmingham,B29 6JX,52.44069147755102,-1.933851251020408
5000,120.0,2.0,1.0,flat,,2.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6DP,52.43975781666667,-1.9381511100000002
5001,124.0,8.0,8.0,house,,8.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6HH,52.44625099512195,-1.9349420804878048
5002,123.0,6.0,3.0,house,,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7DE,52.44069147755102,-1.933851251020408
5003,123.0,6.0,3.0,house,,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7DE,52.43651716363636,-1.9296053636363637
5004,123.0,6.0,6.0,house,,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6DB,52.44151993902439,-1.9282530048780486
5005,123.0,6.0,6.0,house,,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6DB,52.44046105576923,-1.9316666346153848
5006,123.0,6.0,6.0,house,,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B30 2YG,52.44220847096774,-1.928574316129032
5007,123.0,7.0,7.0,house,,7.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6BY,52.4476494,-1.9428526
5008,124.0,2.0,1.0,house,,2.0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6TE,52.4188963,-1.9221532
5009,124.0,7.0,7.0,house,,7.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7DL,52.44422454,-1.9211224199999999
5010,124.0,7.0,7.0,house,,7.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6EZ,52.447527433333335,-1.9500982666666669
5011,124.0,4.0,2.0,house,,4.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6JZ,52.4447890882353,-1.9315986
5012,124.0,5.0,3.0,house,120.0,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6AN,52.44525489130435,-1.9355782130434782
5013,124.0,8.0,8.0,house,,8.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6EZ,52.44243287096774,-1.9344900838709678
5014,124.0,6.0,6.0,house,,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6HJ,52.44220847096774,-1.928574316129032
5015,124.0,7.0,7.0,house,,7.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7BA,52.44069147755102,-1.933851251020408
5016,124.0,6.0,6.0,house,,6.0,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6ER,52.43936072564102,-1.9380443076923075
5017,124.0,7.0,7.0,house,,7.0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7DE,52.44473048181818,-1.9462166818181816
5018,124.0,2.0,1.0,house,,2.0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B15 2SS,52.4374977,-1.9392264
5019,124.0,3.0,3.0,house,206.67,3.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B30 3DX,52.43926347837838,-1.9285495756756756
5020,124.0,2.0,1.0,flat,,2.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7JD,52.43231781428571,-1.921325985714286
5021,124.0,2.0,1.0,house,,2.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B17 0PE,52.44422454,-1.9211224199999999
5022,124.0,5.0,3.0,house,,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7AG,52.4476494,-1.9428526
5023,124.0,6.0,5.0,house,,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6AH,52.4373713,-1.9392732
5024,124.0,5.0,5.0,flat,,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6DR,52.4380843,-1.9349677
5025,124.0,7.0,7.0,house,,7.0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7DE,52.44156338,-1.9449977
5026,126.0,7.0,7.0,house,,7.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6EZ,52.441541853846154,-1.9308876076923076
5027,126.0,2.0,1.0,flat,,2.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6JY,52.43755987741935,-1.9303741129032257
5028,126.0,5.0,5.0,house,,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6ST,52.438589156666666,-1.9298083816666667
5029,126.0,2.0,1.0,flat,,2.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6GP,52.4369957,-1.9383325
5030,126.0,6.0,6.0,house,,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6DA,52.4374977,-1.9392264
5031,124.0,4.0,4.0,house,,4.0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B30 2YP,52.43589227,-1.9364965699999999
5032,124.0,2.0,1.0,flat,,2.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7JD,52.4453434,-1.94466805
5033,124.0,2.0,1.0,house,,2.0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B15 2SS,52.44069147755102,-1.933851251020408
5034,127.0,2.0,1.0,flat,,2.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6GQ,52.43754436923077,-1.9502468423076924
5035,127.0,2.0,1.0,house,,2.0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6UZ,52.44055523076923,-1.9269068307692307
5036,127.0,2.0,1.0,house,,2.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6PQ,52.43795086,-1.9279665920000002
5037,127.0,6.0,6.0,house,,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6DB,52.44243287096774,-1.9344900838709678
5038,127.0,6.0,6.0,house,,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6EN,52.43811239,-1.9390391100000002
5039,127.0,6.0,6.0,house,,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6EP,52.43751741578947,-1.926181607894737
5040,127.0,2.0,1.0,flat,,2.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6GR,52.438589156666666,-1.9298083816666667
5041,127.0,2.0,1.0,flat,,2.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6GP,52.437113175,-1.92063275
5042,127.0,4.0,4.0,house,,4.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6TY,52.439669269444444,-1.927916883333333
5043,130.0,5.0,3.0,house,,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6TG,52.44069147755102,-1.933851251020408
5044,130.0,6.0,6.0,house,,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6EZ,52.44507923023256,-1.9303631767441862
5045,130.0,6.0,6.0,house,,6.0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6QZ,52.44593477272728,-1.9278172181818183
5046,130.0,6.0,6.0,house,,6.0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7AX,52.44503193846153,-1.9464209230769232
5047,130.0,4.0,4.0,house,,4.0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6HQ,52.43812756545454,-1.9304089072727275
5048,130.0,4.0,4.0,house,,4.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6DR,52.438589156666666,-1.9298083816666667
5049,130.0,3.0,1.0,house,,3.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6JQ,52.43795086,-1.9279665920000002
5050,130.0,5.0,5.0,house,,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7QR,52.43828,-1.93342
5051,130.0,6.0,1.0,house,,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6EP,52.43946522307692,-1.943705053846154
5052,130.0,2.0,1.0,house,,2.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7RJ,52.43828,-1.93342
5053,129.0,6.0,6.0,house,,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7AT,52.44473048181818,-1.9462166818181816
5054,129.0,6.0,6.0,house,,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6EZ,52.44069147755102,-1.933851251020408
5055,129.0,8.0,8.0,house,,8.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7DW,52.44606124411765,-1.928717744117647
